"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000061549",0,0,0,0,0,0
"ENSMUSG00000061559",837,1093,1325,702,980,1014
"ENSMUSG00000061561",0,0,0,0,0,0
"ENSMUSG00000061576",9933,11262,14574,7585,10311,11500
"ENSMUSG00000061577",0,15,34,3,21,16
"ENSMUSG00000061578",4325,4534,6547,3814,4742,5640
"ENSMUSG00000061584",2,7,2,1,2,0
"ENSMUSG00000061589",3915,5144,6368,3636,4243,5249
"ENSMUSG00000061601",17041,17706,25094,12626,17840,21087
"ENSMUSG00000061602",0,0,0,0,0,0
"ENSMUSG00000061603",14566,16417,23168,12282,16537,19225
"ENSMUSG00000061607",1259,1490,1979,1062,1343,1502
"ENSMUSG00000061613",115,166,195,81,154,179
"ENSMUSG00000061614",0,0,0,0,0,0
"ENSMUSG00000061615",1,0,1,1,4,1
"ENSMUSG00000061616",0,0,0,0,0,0
"ENSMUSG00000061619",0,7,8,4,5,4
"ENSMUSG00000061626",0,0,0,0,0,0
"ENSMUSG00000061633",0,1,0,0,0,0
"ENSMUSG00000061637",0,0,0,0,0,0
"ENSMUSG00000061650",2109,2712,3565,1694,2496,2619
"ENSMUSG00000061653",0,0,0,0,0,0
"ENSMUSG00000061654",0,0,0,0,0,0
"ENSMUSG00000061665",522,569,721,422,574,537
"ENSMUSG00000061666",1470,1797,2362,1298,1771,1762
"ENSMUSG00000061669",0,0,0,0,0,0
"ENSMUSG00000061684",0,0,0,0,0,0
"ENSMUSG00000061689",12827,15217,19384,10843,15397,14813
"ENSMUSG00000061701",0,0,0,0,2,0
"ENSMUSG00000061702",330,416,493,275,429,412
"ENSMUSG00000061704",0,0,0,0,0,0
"ENSMUSG00000061707",0,0,0,0,0,0
"ENSMUSG00000061718",2996,3259,7937,2580,5594,13712
"ENSMUSG00000061723",2,0,5,0,1,2
"ENSMUSG00000061724",0,0,0,0,0,0
"ENSMUSG00000061728",1,2,6,0,2,0
"ENSMUSG00000061731",2230,2571,3559,2105,2608,2601
"ENSMUSG00000061740",1555,1216,2685,1207,1929,1591
"ENSMUSG00000061742",10,7,18,7,17,24
"ENSMUSG00000061751",30533,37841,46034,27752,33641,35753
"ENSMUSG00000061755",4144,4347,6194,3388,4438,5254
"ENSMUSG00000061758",259,297,363,201,298,271
"ENSMUSG00000061759",977,1160,1435,763,1148,1185
"ENSMUSG00000061762",222,304,726,285,676,1117
"ENSMUSG00000061769",1,0,0,0,0,0
"ENSMUSG00000061777",0,0,0,0,0,0
"ENSMUSG00000061778",531,592,921,551,711,743
"ENSMUSG00000061780",1,0,1,1,0,1
"ENSMUSG00000061787",53,64,83,52,64,73
"ENSMUSG00000061798",0,0,0,0,0,0
"ENSMUSG00000061802",35,24,48,28,45,25
"ENSMUSG00000061808",1097,225,262,301,485,223
"ENSMUSG00000061809",1,0,1,0,0,0
"ENSMUSG00000061815",0,4,2,5,7,3
"ENSMUSG00000061816",7,13,18,6,8,11
"ENSMUSG00000061825",0,0,0,0,0,0
"ENSMUSG00000061829",0,0,0,0,0,0
"ENSMUSG00000061833",0,1,0,0,0,0
"ENSMUSG00000061835",0,0,0,0,0,0
"ENSMUSG00000061838",55,78,91,55,75,66
"ENSMUSG00000061843",0,0,1,0,0,0
"ENSMUSG00000061845",0,0,0,0,0,0
"ENSMUSG00000061847",0,0,0,0,0,0
"ENSMUSG00000061848",1411,1463,2154,1250,1656,1533
"ENSMUSG00000061852",0,0,0,0,0,0
"ENSMUSG00000061859",302,319,527,317,318,469
"ENSMUSG00000061863",0,0,1,0,0,0
"ENSMUSG00000061864",139,114,195,99,133,142
"ENSMUSG00000061875",0,0,0,0,0,0
"ENSMUSG00000061877",0,0,0,0,2,1
"ENSMUSG00000061878",207,346,408,178,197,347
"ENSMUSG00000061882",129,162,181,104,131,146
"ENSMUSG00000061887",5231,6123,8761,4841,7007,5933
"ENSMUSG00000061894",292,397,561,369,453,490
"ENSMUSG00000061897",105,144,137,71,110,144
"ENSMUSG00000061898",544,639,874,457,572,563
"ENSMUSG00000061904",9598,13172,16827,8492,11107,12009
"ENSMUSG00000061906",0,0,0,0,0,0
"ENSMUSG00000061911",10357,11963,17396,8523,11854,13030
"ENSMUSG00000061923",1,0,1,0,0,0
"ENSMUSG00000061928",0,1,0,1,1,0
"ENSMUSG00000061937",0,0,0,0,0,0
"ENSMUSG00000061947",1,3,6,2,1,3
"ENSMUSG00000061950",1254,1581,1872,1035,1290,1503
"ENSMUSG00000061952",0,0,0,0,0,0
"ENSMUSG00000061958",0,0,0,0,0,0
"ENSMUSG00000061959",0,0,0,0,0,0
"ENSMUSG00000061961",0,0,0,0,0,0
"ENSMUSG00000061969",0,2,1,1,0,0
"ENSMUSG00000061972",0,0,1,0,1,1
"ENSMUSG00000061974",0,0,0,0,0,0
"ENSMUSG00000061975",0,0,0,0,0,0
"ENSMUSG00000061977",0,0,0,0,0,0
"ENSMUSG00000061979",575,664,854,444,668,609
"ENSMUSG00000061981",5739,6801,8632,4095,6629,6618
"ENSMUSG00000061983",75,97,125,51,100,109
"ENSMUSG00000061984",0,0,0,0,0,0
"ENSMUSG00000061988",2,1,0,1,3,1
"ENSMUSG00000061991",0,0,0,0,0,1
"ENSMUSG00000061992",1,4,0,2,2,0
"ENSMUSG00000062006",49,58,64,43,56,66
"ENSMUSG00000062007",0,1,1,2,2,1
"ENSMUSG00000062012",790,1043,1283,676,1003,884
"ENSMUSG00000062014",8886,9967,14041,7487,11017,11456
"ENSMUSG00000062017",4,2,0,2,1,1
"ENSMUSG00000062028",33,52,61,43,71,47
"ENSMUSG00000062031",273,293,362,217,334,301
"ENSMUSG00000062036",0,0,1,0,0,0
"ENSMUSG00000062037",0,0,0,0,0,0
"ENSMUSG00000062038",0,0,0,0,0,0
"ENSMUSG00000062040",905,1325,1699,934,1449,1156
"ENSMUSG00000062042",0,0,0,0,0,0
"ENSMUSG00000062044",15101,18047,22530,11282,15256,17020
"ENSMUSG00000062046",0,0,0,0,0,0
"ENSMUSG00000062054",291,345,483,253,392,346
"ENSMUSG00000062061",0,0,0,4,0,0
"ENSMUSG00000062064",0,0,1,0,0,0
"ENSMUSG00000062070",667,945,1304,599,858,900
"ENSMUSG00000062073",9,11,15,0,11,10
"ENSMUSG00000062074",24,18,21,11,15,25
"ENSMUSG00000062075",1066,1384,1759,925,1185,1313
"ENSMUSG00000062077",1,2,24,0,2,18
"ENSMUSG00000062078",12758,13682,23952,14401,22971,17813
"ENSMUSG00000062081",4,7,7,0,1,2
"ENSMUSG00000062082",21,22,20,10,19,12
"ENSMUSG00000062083",37,51,81,35,88,57
"ENSMUSG00000062087",0,0,0,0,0,0
"ENSMUSG00000062093",26,49,48,60,57,35
"ENSMUSG00000062098",5116,6079,8992,4773,6513,7217
"ENSMUSG00000062101",34,37,55,27,53,25
"ENSMUSG00000062103",0,0,0,0,0,0
"ENSMUSG00000062105",0,0,0,0,0,1
"ENSMUSG00000062110",717,931,1157,609,895,891
"ENSMUSG00000062115",5416,6256,8832,4729,5900,7381
"ENSMUSG00000062116",448,543,849,388,602,602
"ENSMUSG00000062121",0,0,0,0,0,0
"ENSMUSG00000062124",0,0,0,0,0,0
"ENSMUSG00000062127",1744,2298,3817,1667,2476,2911
"ENSMUSG00000062128",0,0,0,0,0,0
"ENSMUSG00000062132",18,42,19,25,49,17
"ENSMUSG00000062142",0,0,0,0,0,0
"ENSMUSG00000062148",0,0,0,0,1,0
"ENSMUSG00000062151",873,959,3016,1171,2469,3093
"ENSMUSG00000062152",0,0,0,0,0,0
"ENSMUSG00000062154",4,0,1,1,1,1
"ENSMUSG00000062157",12,21,20,7,22,23
"ENSMUSG00000062162",0,0,0,0,0,0
"ENSMUSG00000062165",0,0,0,1,0,0
"ENSMUSG00000062168",12,29,33,10,31,42
"ENSMUSG00000062169",1237,1666,2263,1174,1835,1757
"ENSMUSG00000062170",3,1,1,0,0,1
"ENSMUSG00000062175",29,28,44,22,28,31
"ENSMUSG00000062181",0,0,0,0,0,0
"ENSMUSG00000062184",1582,1550,3108,1400,2437,2470
"ENSMUSG00000062186",0,0,0,0,0,0
"ENSMUSG00000062190",3412,3509,4719,3060,3515,3394
"ENSMUSG00000062198",401,432,551,283,360,351
"ENSMUSG00000062199",0,0,0,0,0,0
"ENSMUSG00000062200",0,0,0,0,0,0
"ENSMUSG00000062201",0,0,0,0,0,0
"ENSMUSG00000062202",4839,5580,7064,3991,5104,5239
"ENSMUSG00000062203",2585,3011,4112,2240,3050,3408
"ENSMUSG00000062204",0,0,0,0,0,0
"ENSMUSG00000062209",6281,6022,9138,4451,5885,6530
"ENSMUSG00000062210",324,394,545,320,462,418
"ENSMUSG00000062224",0,0,0,0,0,0
"ENSMUSG00000062226",0,0,0,0,0,0
"ENSMUSG00000062232",5651,6317,8708,4550,6366,7094
"ENSMUSG00000062234",5424,6670,8708,4629,6374,5987
"ENSMUSG00000062235",1,1,0,3,1,2
"ENSMUSG00000062245",0,0,0,0,0,0
"ENSMUSG00000062248",3,2,9,2,3,7
"ENSMUSG00000062252",56,131,113,51,143,90
"ENSMUSG00000062257",11084,13038,18322,9670,13430,12399
"ENSMUSG00000062270",209,222,322,172,229,269
"ENSMUSG00000062272",0,0,0,0,0,0
"ENSMUSG00000062275",0,0,0,1,0,0
"ENSMUSG00000062278",0,0,0,0,0,0
"ENSMUSG00000062279",0,0,0,0,0,0
"ENSMUSG00000062280",0,0,0,0,0,0
"ENSMUSG00000062282",0,1,0,0,1,1
"ENSMUSG00000062284",18,11,13,1,8,19
"ENSMUSG00000062285",0,0,0,0,0,0
"ENSMUSG00000062296",30670,35154,43451,27639,27643,35848
"ENSMUSG00000062300",239,387,383,217,335,273
"ENSMUSG00000062309",706,1011,1092,631,974,749
"ENSMUSG00000062310",3,4,4,1,5,8
"ENSMUSG00000062312",98,117,193,113,175,146
"ENSMUSG00000062314",0,0,0,0,0,0
"ENSMUSG00000062319",1,0,2,1,0,3
"ENSMUSG00000062327",7,1,3,0,1,7
"ENSMUSG00000062328",51,53,82,36,57,37
"ENSMUSG00000062329",32,53,67,25,46,44
"ENSMUSG00000062342",0,0,0,0,0,0
"ENSMUSG00000062345",0,1,0,1,0,0
"ENSMUSG00000062352",592,728,1100,567,785,987
"ENSMUSG00000062353",0,0,0,0,0,0
"ENSMUSG00000062365",1,0,0,0,0,0
"ENSMUSG00000062369",0,0,0,0,0,0
"ENSMUSG00000062372",2396,2732,2021,927,1028,1856
"ENSMUSG00000062373",7719,8399,11432,5594,7458,8381
"ENSMUSG00000062376",1196,1332,1768,973,1355,1288
"ENSMUSG00000062380",6322,6646,9946,5538,6953,6856
"ENSMUSG00000062381",2098,2521,3582,1783,2382,2417
"ENSMUSG00000062382",0,0,1,0,0,0
"ENSMUSG00000062383",0,1,5,3,2,3
"ENSMUSG00000062391",0,0,0,0,0,5
"ENSMUSG00000062393",12,15,9,10,11,16
"ENSMUSG00000062397",3528,4295,5567,2933,4316,4468
"ENSMUSG00000062400",0,0,0,0,0,0
"ENSMUSG00000062410",11,28,43,25,32,31
"ENSMUSG00000062417",0,0,0,0,0,1
"ENSMUSG00000062421",2118,2767,3553,1992,2379,2657
"ENSMUSG00000062426",0,0,0,0,0,0
"ENSMUSG00000062432",0,2,1,1,1,3
"ENSMUSG00000062433",0,0,0,0,0,0
"ENSMUSG00000062434",0,0,0,0,0,0
"ENSMUSG00000062438",11,10,11,14,7,16
"ENSMUSG00000062444",7315,8732,11213,5745,7330,8047
"ENSMUSG00000062456",2,7,0,2,8,2
"ENSMUSG00000062458",0,0,1,0,0,0
"ENSMUSG00000062461",0,0,0,1,0,0
"ENSMUSG00000062464",0,0,0,0,0,0
"ENSMUSG00000062470",113,122,204,74,101,111
"ENSMUSG00000062472",1,1,4,2,2,2
"ENSMUSG00000062477",0,0,0,0,0,0
"ENSMUSG00000062478",2,0,0,0,1,0
"ENSMUSG00000062480",112,133,158,74,135,121
"ENSMUSG00000062483",0,0,0,0,0,0
"ENSMUSG00000062488",36,37,64,26,64,40
"ENSMUSG00000062496",0,0,0,0,0,0
"ENSMUSG00000062497",0,0,0,0,0,0
"ENSMUSG00000062501",1,0,0,0,1,0
"ENSMUSG00000062510",34,25,31,18,43,21
"ENSMUSG00000062511",0,0,0,0,0,0
"ENSMUSG00000062515",1,0,5,3,4,3
"ENSMUSG00000062518",0,0,0,0,0,0
"ENSMUSG00000062519",665,752,1071,576,784,885
"ENSMUSG00000062524",2,1,3,6,6,1
"ENSMUSG00000062526",266,365,476,227,321,328
"ENSMUSG00000062527",0,0,0,0,0,0
"ENSMUSG00000062528",0,0,0,0,0,0
"ENSMUSG00000062542",439,519,725,318,438,564
"ENSMUSG00000062543",0,0,0,0,0,0
"ENSMUSG00000062545",90,157,251,45,97,56
"ENSMUSG00000062546",0,0,0,0,0,0
"ENSMUSG00000062551",0,0,1,0,0,0
"ENSMUSG00000062553",0,0,0,0,0,0
"ENSMUSG00000062554",96,131,152,89,122,120
"ENSMUSG00000062556",0,0,0,0,0,0
"ENSMUSG00000062561",195,218,314,174,223,242
"ENSMUSG00000062563",314,339,397,237,356,359
"ENSMUSG00000062564",0,0,0,1,0,3
"ENSMUSG00000062580",382,519,675,348,511,491
"ENSMUSG00000062582",0,0,0,0,0,0
"ENSMUSG00000062585",19,21,33,24,30,31
"ENSMUSG00000062588",23,23,42,15,21,30
"ENSMUSG00000062590",1127,1235,1679,856,1148,1350
"ENSMUSG00000062591",38009,44958,69196,33618,54379,44159
"ENSMUSG00000062593",4,3,4,2,1,9
"ENSMUSG00000062598",0,0,0,0,0,0
"ENSMUSG00000062604",10635,12542,16374,9030,12163,12327
"ENSMUSG00000062608",0,0,0,0,0,0
"ENSMUSG00000062609",0,2,2,3,2,3
"ENSMUSG00000062611",0,0,0,0,0,0
"ENSMUSG00000062619",94,139,145,84,133,104
"ENSMUSG00000062621",0,0,0,0,0,0
"ENSMUSG00000062624",0,0,0,0,0,0
"ENSMUSG00000062627",1933,2179,2820,1477,1789,2035
"ENSMUSG00000062629",0,0,0,0,0,0
"ENSMUSG00000062632",0,0,0,0,0,0
"ENSMUSG00000062638",0,0,0,0,0,0
"ENSMUSG00000062646",459,575,804,448,635,523
"ENSMUSG00000062647",181,220,289,142,240,206
"ENSMUSG00000062649",0,0,0,0,0,0
"ENSMUSG00000062651",0,0,0,0,0,1
"ENSMUSG00000062661",19817,22008,29347,16844,27091,22120
"ENSMUSG00000062683",9,13,18,9,10,14
"ENSMUSG00000062687",0,0,0,0,0,1
"ENSMUSG00000062691",210,349,392,167,302,265
"ENSMUSG00000062694",8,3,15,3,11,8
"ENSMUSG00000062704",10,9,14,2,11,7
"ENSMUSG00000062705",0,0,0,0,0,0
"ENSMUSG00000062712",2,0,0,0,0,0
"ENSMUSG00000062713",8,5,13,2,6,6
"ENSMUSG00000062727",0,0,0,0,0,1
"ENSMUSG00000062729",820,1116,1199,743,895,848
"ENSMUSG00000062732",0,0,1,0,0,0
"ENSMUSG00000062737",0,0,0,0,0,0
"ENSMUSG00000062742",0,0,1,0,1,1
"ENSMUSG00000062743",70,110,139,60,101,97
"ENSMUSG00000062751",0,0,0,0,0,0
"ENSMUSG00000062753",511,756,979,570,739,653
"ENSMUSG00000062757",0,0,0,0,0,0
"ENSMUSG00000062758",1,0,0,0,0,0
"ENSMUSG00000062760",3073,3351,4868,2229,2941,4424
"ENSMUSG00000062761",2226,2752,3200,1619,2393,2313
"ENSMUSG00000062762",4170,5320,7150,3637,5320,5023
"ENSMUSG00000062773",0,1,0,2,0,1
"ENSMUSG00000062778",68,81,54,22,40,70
"ENSMUSG00000062782",0,0,0,0,0,0
"ENSMUSG00000062783",0,0,0,0,0,0
"ENSMUSG00000062785",8232,10549,15285,7316,11978,12976
"ENSMUSG00000062791",0,0,0,0,0,0
"ENSMUSG00000062793",0,0,0,0,0,0
"ENSMUSG00000062794",159,183,204,128,197,178
"ENSMUSG00000062797",870,1141,1412,779,1069,1066
"ENSMUSG00000062808",4,4,9,5,6,4
"ENSMUSG00000062814",0,0,0,0,0,0
"ENSMUSG00000062818",7,5,7,3,8,7
"ENSMUSG00000062822",1000,577,648,339,1042,520
"ENSMUSG00000062825",46,48,63,49,49,53
"ENSMUSG00000062826",0,0,0,0,0,0
"ENSMUSG00000062833",0,0,0,0,0,0
"ENSMUSG00000062844",1,1,2,1,1,1
"ENSMUSG00000062846",28,45,45,26,25,34
"ENSMUSG00000062859",21,8,24,10,14,15
"ENSMUSG00000062861",198,221,297,134,187,194
"ENSMUSG00000062866",1525,1457,2473,1103,1399,2420
"ENSMUSG00000062867",53,56,81,42,45,54
"ENSMUSG00000062868",0,0,0,0,0,0
"ENSMUSG00000062873",0,0,0,0,0,0
"ENSMUSG00000062874",0,0,0,0,0,0
"ENSMUSG00000062878",0,0,0,0,0,0
"ENSMUSG00000062892",0,0,0,0,0,0
"ENSMUSG00000062896",1,1,0,0,2,1
"ENSMUSG00000062901",3752,4070,5904,3056,4372,4864
"ENSMUSG00000062905",5,1,3,7,2,1
"ENSMUSG00000062906",567,664,751,372,582,517
"ENSMUSG00000062908",383,559,785,378,669,490
"ENSMUSG00000062914",0,0,0,0,0,0
"ENSMUSG00000062929",3391,3814,5894,2829,4229,3865
"ENSMUSG00000062931",877,1116,1206,684,901,881
"ENSMUSG00000062933",0,0,0,0,0,0
"ENSMUSG00000062937",302,399,580,285,496,438
"ENSMUSG00000062939",53,95,127,83,112,117
"ENSMUSG00000062944",146,128,208,113,151,88
"ENSMUSG00000062949",727,814,1187,687,864,919
"ENSMUSG00000062952",0,0,0,0,0,0
"ENSMUSG00000062960",777,1005,1055,546,1001,579
"ENSMUSG00000062961",919,1044,1378,842,1055,822
"ENSMUSG00000062962",0,0,0,0,0,0
"ENSMUSG00000062963",1087,1461,1896,919,1377,1434
"ENSMUSG00000062980",204,239,396,141,219,266
"ENSMUSG00000062981",264,433,521,271,445,371
"ENSMUSG00000062987",0,0,0,0,0,0
"ENSMUSG00000062991",212,235,313,130,202,292
"ENSMUSG00000062995",937,1142,1345,776,951,969
"ENSMUSG00000062997",9,17,16,11,9,10
"ENSMUSG00000063001",1,0,0,0,0,0
"ENSMUSG00000063011",73,70,98,26,43,98
"ENSMUSG00000063015",2005,2468,3590,1792,3040,2469
"ENSMUSG00000063018",398,564,648,307,426,528
"ENSMUSG00000063019",1437,1893,2655,1262,1859,1669
"ENSMUSG00000063020",0,0,0,0,0,0
"ENSMUSG00000063021",0,0,1,0,1,1
"ENSMUSG00000063047",95,132,180,88,114,142
"ENSMUSG00000063049",1719,2361,2782,1293,1620,1773
"ENSMUSG00000063052",3821,4367,5536,3094,3744,4150
"ENSMUSG00000063058",0,0,0,0,0,0
"ENSMUSG00000063060",91,134,105,108,175,84
"ENSMUSG00000063063",6069,7115,10319,5029,7260,7804
"ENSMUSG00000063065",4594,4479,5707,2497,3690,5148
"ENSMUSG00000063077",45941,50206,73829,39841,53794,58563
"ENSMUSG00000063080",0,0,0,0,0,0
"ENSMUSG00000063087",168,168,185,119,125,163
"ENSMUSG00000063089",0,0,0,0,0,0
"ENSMUSG00000063106",0,2,1,0,0,0
"ENSMUSG00000063108",1142,1048,1556,878,957,1024
"ENSMUSG00000063109",24,8,24,8,21,15
"ENSMUSG00000063116",0,0,0,0,0,0
"ENSMUSG00000063120",0,0,0,0,0,0
"ENSMUSG00000063129",2394,2855,4048,2012,2468,2780
"ENSMUSG00000063130",0,0,1,3,2,0
"ENSMUSG00000063133",0,0,0,0,0,0
"ENSMUSG00000063137",0,0,0,0,0,0
"ENSMUSG00000063142",3173,3393,4936,3132,3680,4591
"ENSMUSG00000063145",482,556,666,415,441,588
"ENSMUSG00000063146",8616,10548,14602,6969,9748,11039
"ENSMUSG00000063157",0,0,0,0,0,0
"ENSMUSG00000063160",6263,7713,9852,4792,6359,7817
"ENSMUSG00000063163",0,0,0,0,1,0
"ENSMUSG00000063166",0,0,0,0,0,1
"ENSMUSG00000063171",185,249,200,190,151,240
"ENSMUSG00000063172",83,117,132,82,107,123
"ENSMUSG00000063173",0,0,0,0,0,0
"ENSMUSG00000063176",0,0,0,0,0,0
"ENSMUSG00000063177",0,0,0,0,0,0
"ENSMUSG00000063179",528,631,782,517,629,476
"ENSMUSG00000063180",0,3,2,0,0,1
"ENSMUSG00000063188",0,0,0,0,0,0
"ENSMUSG00000063193",2,7,9,0,0,8
"ENSMUSG00000063200",1048,1327,1823,869,1221,1232
"ENSMUSG00000063206",0,0,0,0,0,0
"ENSMUSG00000063216",0,0,0,0,0,0
"ENSMUSG00000063221",0,0,0,0,0,0
"ENSMUSG00000063225",0,0,0,0,0,0
"ENSMUSG00000063229",2168,2743,3710,2107,2687,2473
"ENSMUSG00000063230",0,0,0,0,0,0
"ENSMUSG00000063232",3,1,6,2,7,6
"ENSMUSG00000063234",22,37,29,30,29,15
"ENSMUSG00000063235",750,919,1347,605,1025,972
"ENSMUSG00000063236",399,573,566,407,510,458
"ENSMUSG00000063239",1112,1416,2641,1274,2038,2040
"ENSMUSG00000063240",0,0,0,0,0,0
"ENSMUSG00000063242",0,0,0,0,0,0
"ENSMUSG00000063245",0,0,0,0,0,0
"ENSMUSG00000063251",0,0,0,0,1,0
"ENSMUSG00000063252",0,0,0,0,0,0
"ENSMUSG00000063253",567,670,823,464,509,779
"ENSMUSG00000063254",9,14,14,7,15,13
"ENSMUSG00000063260",274,290,432,180,146,346
"ENSMUSG00000063268",140,140,211,113,175,149
"ENSMUSG00000063273",2565,2897,4134,2082,3044,3272
"ENSMUSG00000063275",54,71,77,47,66,64
"ENSMUSG00000063277",0,0,0,0,0,0
"ENSMUSG00000063281",940,1140,1739,832,1172,1408
"ENSMUSG00000063286",11,7,19,14,22,21
"ENSMUSG00000063296",254,231,493,200,355,296
"ENSMUSG00000063297",975,970,2287,1360,2259,1933
"ENSMUSG00000063305",0,0,0,0,0,0
"ENSMUSG00000063314",0,0,0,0,1,0
"ENSMUSG00000063316",148,161,150,121,170,157
"ENSMUSG00000063317",7700,8419,11286,6774,9395,9969
"ENSMUSG00000063320",36,73,60,55,57,56
"ENSMUSG00000063328",0,0,0,0,0,0
"ENSMUSG00000063334",1595,1932,2559,1414,1900,1958
"ENSMUSG00000063350",0,0,0,0,0,0
"ENSMUSG00000063354",8,11,8,9,9,6
"ENSMUSG00000063358",29437,31814,41314,21495,28148,34513
"ENSMUSG00000063362",1440,1799,2409,1263,1571,1871
"ENSMUSG00000063364",12,11,23,13,24,21
"ENSMUSG00000063374",0,0,0,0,0,0
"ENSMUSG00000063376",0,0,0,0,0,0
"ENSMUSG00000063380",0,0,0,0,0,0
"ENSMUSG00000063382",2483,3088,3992,2108,3062,3243
"ENSMUSG00000063383",3,2,4,3,2,3
"ENSMUSG00000063386",0,0,0,0,0,0
"ENSMUSG00000063388",0,2,0,1,0,1
"ENSMUSG00000063394",0,0,0,0,0,0
"ENSMUSG00000063406",1430,1569,2446,1209,1714,1707
"ENSMUSG00000063409",36,22,26,18,12,32
"ENSMUSG00000063410",1834,2305,3408,1569,2386,2534
"ENSMUSG00000063412",0,7,2,4,0,3
"ENSMUSG00000063415",304,223,398,104,434,403
"ENSMUSG00000063427",10,14,17,8,15,9
"ENSMUSG00000063428",372,425,886,403,531,649
"ENSMUSG00000063430",1912,2037,3373,1419,2002,2969
"ENSMUSG00000063434",2335,2886,3848,2745,2704,3181
"ENSMUSG00000063439",347,500,648,323,433,441
"ENSMUSG00000063442",0,0,0,0,0,1
"ENSMUSG00000063445",446,473,693,350,652,468
"ENSMUSG00000063446",138,129,180,99,95,165
"ENSMUSG00000063447",0,3,0,3,1,1
"ENSMUSG00000063450",1374,1500,1994,1078,1636,1511
"ENSMUSG00000063452",0,0,0,0,0,0
"ENSMUSG00000063455",4741,4840,6381,3254,4360,5088
"ENSMUSG00000063457",1886,2444,3016,1569,2401,2189
"ENSMUSG00000063458",24,22,34,14,19,24
"ENSMUSG00000063478",0,0,0,0,0,0
"ENSMUSG00000063480",23,44,26,22,21,22
"ENSMUSG00000063488",64,66,85,45,66,81
"ENSMUSG00000063506",104,134,190,72,156,124
"ENSMUSG00000063507",0,0,0,0,0,0
"ENSMUSG00000063511",6867,10120,11407,5678,7904,8609
"ENSMUSG00000063514",7,9,16,7,8,12
"ENSMUSG00000063522",23,34,26,8,13,20
"ENSMUSG00000063524",440,613,667,466,596,402
"ENSMUSG00000063529",1,1,4,4,4,6
"ENSMUSG00000063531",1499,1921,2409,1532,1623,1520
"ENSMUSG00000063535",98,106,162,68,134,122
"ENSMUSG00000063543",0,0,0,0,0,0
"ENSMUSG00000063548",0,1,0,0,0,0
"ENSMUSG00000063549",0,0,0,0,0,0
"ENSMUSG00000063550",992,1146,1612,842,998,1334
"ENSMUSG00000063556",0,0,1,0,0,0
"ENSMUSG00000063558",236,259,419,240,375,350
"ENSMUSG00000063564",596,616,906,433,308,918
"ENSMUSG00000063568",1099,1280,1749,905,1187,1270
"ENSMUSG00000063576",7737,10138,12685,6573,9329,8921
"ENSMUSG00000063582",0,0,0,0,0,0
"ENSMUSG00000063583",0,0,0,0,0,0
"ENSMUSG00000063586",0,1,0,0,0,0
"ENSMUSG00000063590",1,0,0,0,0,0
"ENSMUSG00000063594",33,8,37,18,33,28
"ENSMUSG00000063600",238,334,330,202,187,213
"ENSMUSG00000063605",60,75,103,44,82,104
"ENSMUSG00000063611",5,5,11,7,4,15
"ENSMUSG00000063615",0,0,0,0,0,0
"ENSMUSG00000063623",12,25,34,11,19,13
"ENSMUSG00000063626",3688,3929,5314,3221,2500,5202
"ENSMUSG00000063628",0,0,0,0,0,0
"ENSMUSG00000063632",161,206,293,132,199,315
"ENSMUSG00000063646",2843,3515,4277,2068,2879,3445
"ENSMUSG00000063651",3,0,0,1,1,6
"ENSMUSG00000063652",45,44,62,26,48,40
"ENSMUSG00000063656",2,7,7,4,14,4
"ENSMUSG00000063659",13670,15370,20035,10728,14093,14670
"ENSMUSG00000063660",0,0,0,0,0,0
"ENSMUSG00000063661",46,54,109,47,93,63
"ENSMUSG00000063663",814,792,1085,705,815,1122
"ENSMUSG00000063672",7,5,8,2,1,4
"ENSMUSG00000063681",71,67,127,46,27,113
"ENSMUSG00000063683",3,0,0,1,1,2
"ENSMUSG00000063684",154,204,236,130,249,193
"ENSMUSG00000063687",491,677,973,349,536,622
"ENSMUSG00000063689",1,2,2,0,4,1
"ENSMUSG00000063694",188,252,335,197,252,245
"ENSMUSG00000063696",8,11,25,13,20,16
"ENSMUSG00000063698",414,475,599,382,389,439
"ENSMUSG00000063704",28,19,26,21,29,30
"ENSMUSG00000063713",0,0,0,0,0,0
"ENSMUSG00000063714",115,166,158,117,129,157
"ENSMUSG00000063715",0,0,0,0,0,0
"ENSMUSG00000063727",187,165,269,103,136,184
"ENSMUSG00000063728",0,0,0,0,0,0
"ENSMUSG00000063730",0,4,4,1,2,1
"ENSMUSG00000063732",0,0,0,0,0,0
"ENSMUSG00000063739",0,0,0,0,0,0
"ENSMUSG00000063751",0,3,4,2,0,1
"ENSMUSG00000063754",0,0,0,0,0,0
"ENSMUSG00000063757",12,19,22,6,17,12
"ENSMUSG00000063760",554,607,916,483,590,822
"ENSMUSG00000063762",0,0,0,0,0,0
"ENSMUSG00000063764",0,2,0,0,0,0
"ENSMUSG00000063765",553,593,819,432,741,574
"ENSMUSG00000063767",30,46,54,21,47,27
"ENSMUSG00000063777",0,0,0,0,0,0
"ENSMUSG00000063779",0,0,0,0,0,1
"ENSMUSG00000063780",0,0,0,0,0,0
"ENSMUSG00000063785",460,592,775,407,591,548
"ENSMUSG00000063787",768,1013,1393,669,876,907
"ENSMUSG00000063796",1099,1329,1791,715,1090,1174
"ENSMUSG00000063800",567,747,989,467,627,625
