"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000079051",0,0,0,0,0,0
"ENSMUSG00000079053",0,0,0,0,0,0
"ENSMUSG00000079055",2,0,3,7,6,1
"ENSMUSG00000079056",6,2,2,10,11,4
"ENSMUSG00000079057",0,0,0,0,0,0
"ENSMUSG00000079058",0,0,0,0,0,0
"ENSMUSG00000079061",0,0,0,0,0,0
"ENSMUSG00000079064",0,0,0,0,0,0
"ENSMUSG00000079065",1,3,1,2,1,0
"ENSMUSG00000079067",0,0,0,0,0,0
"ENSMUSG00000079069",0,0,0,0,0,0
"ENSMUSG00000079070",1,0,0,1,0,0
"ENSMUSG00000079071",0,0,0,0,0,0
"ENSMUSG00000079076",0,0,0,0,0,0
"ENSMUSG00000079083",0,2,0,0,0,0
"ENSMUSG00000079084",1,1,2,2,2,2
"ENSMUSG00000079091",0,0,0,0,0,0
"ENSMUSG00000079092",0,0,0,0,0,0
"ENSMUSG00000079093",0,0,0,0,0,0
"ENSMUSG00000079101",0,0,0,0,0,0
"ENSMUSG00000079102",0,0,0,0,0,0
"ENSMUSG00000079103",0,0,0,0,0,0
"ENSMUSG00000079104",0,0,0,1,0,1
"ENSMUSG00000079105",0,0,0,0,0,0
"ENSMUSG00000079108",0,0,0,0,0,0
"ENSMUSG00000079109",1,0,0,1,3,1
"ENSMUSG00000079110",0,0,1,0,0,0
"ENSMUSG00000079111",1,0,1,3,3,3
"ENSMUSG00000079112",0,0,0,0,0,0
"ENSMUSG00000079113",0,0,0,0,0,0
"ENSMUSG00000079114",0,0,0,0,0,0
"ENSMUSG00000079116",0,0,0,0,0,0
"ENSMUSG00000079120",0,0,0,0,0,0
"ENSMUSG00000079137",0,0,0,0,0,0
"ENSMUSG00000079138",0,0,0,0,0,0
"ENSMUSG00000079139",4,3,2,10,5,0
"ENSMUSG00000079140",0,0,0,0,0,0
"ENSMUSG00000079143",0,0,0,0,0,0
"ENSMUSG00000079144",2,0,1,3,1,0
"ENSMUSG00000079146",0,0,0,0,0,0
"ENSMUSG00000079156",0,0,0,0,0,0
"ENSMUSG00000079157",3,5,1,10,5,1
"ENSMUSG00000079162",0,0,0,0,0,0
"ENSMUSG00000079163",0,0,0,0,0,0
"ENSMUSG00000079164",0,0,0,0,0,0
"ENSMUSG00000079165",0,0,0,1,0,0
"ENSMUSG00000079168",0,0,0,0,0,0
"ENSMUSG00000079169",0,0,0,0,0,0
"ENSMUSG00000079170",0,0,0,0,0,0
"ENSMUSG00000079171",0,0,0,0,0,0
"ENSMUSG00000079173",0,0,0,0,0,0
"ENSMUSG00000079174",0,0,0,0,0,0
"ENSMUSG00000079175",0,0,0,0,0,0
"ENSMUSG00000079177",0,0,0,1,0,0
"ENSMUSG00000079179",0,1,0,2,0,1
"ENSMUSG00000079180",0,0,0,0,0,0
"ENSMUSG00000079183",0,0,0,0,0,0
"ENSMUSG00000079184",3,2,2,3,4,1
"ENSMUSG00000079186",0,0,0,0,0,0
"ENSMUSG00000079190",0,0,0,0,0,0
"ENSMUSG00000079192",0,0,0,0,0,0
"ENSMUSG00000079197",0,0,0,0,0,0
"ENSMUSG00000079215",3,5,1,6,14,2
"ENSMUSG00000079222",0,0,0,0,0,0
"ENSMUSG00000079223",0,0,0,0,0,0
"ENSMUSG00000079224",0,0,0,0,0,0
"ENSMUSG00000079225",0,0,0,0,0,0
"ENSMUSG00000079227",0,0,0,1,0,0
"ENSMUSG00000079230",0,0,0,0,0,0
"ENSMUSG00000079235",0,0,0,0,0,0
"ENSMUSG00000079239",0,0,0,0,0,0
"ENSMUSG00000079242",0,2,1,2,0,0
"ENSMUSG00000079243",0,0,0,0,1,1
"ENSMUSG00000079244",0,0,0,0,0,0
"ENSMUSG00000079247",0,0,0,0,0,0
"ENSMUSG00000079254",0,1,0,1,0,0
"ENSMUSG00000079258",0,0,0,0,0,0
"ENSMUSG00000079259",0,1,1,0,0,0
"ENSMUSG00000079260",2,1,0,6,1,0
"ENSMUSG00000079261",0,0,0,0,0,0
"ENSMUSG00000079262",0,0,0,0,0,0
"ENSMUSG00000079263",0,0,0,0,0,0
"ENSMUSG00000079264",0,0,0,0,0,0
"ENSMUSG00000079265",0,0,0,0,0,0
"ENSMUSG00000079266",0,0,0,0,0,0
"ENSMUSG00000079267",0,0,0,0,0,0
"ENSMUSG00000079269",0,0,0,0,0,0
"ENSMUSG00000079271",0,0,0,0,0,0
"ENSMUSG00000079272",0,0,0,0,0,0
"ENSMUSG00000079273",0,0,0,0,0,0
"ENSMUSG00000079276",0,0,0,0,0,0
"ENSMUSG00000079277",0,0,0,0,0,0
"ENSMUSG00000079278",0,0,0,0,0,0
"ENSMUSG00000079283",0,0,0,0,1,0
"ENSMUSG00000079284",0,0,0,0,0,0
"ENSMUSG00000079286",0,0,0,0,0,0
"ENSMUSG00000079293",0,0,0,0,1,0
"ENSMUSG00000079295",0,0,0,0,0,0
"ENSMUSG00000079297",1,0,0,0,1,0
"ENSMUSG00000079298",0,0,0,0,0,0
"ENSMUSG00000079299",0,0,0,0,0,0
"ENSMUSG00000079304",0,0,0,0,0,0
"ENSMUSG00000079311",0,0,0,0,0,0
"ENSMUSG00000079316",0,0,0,1,0,0
"ENSMUSG00000079317",0,0,0,1,0,0
"ENSMUSG00000079323",0,0,0,0,0,0
"ENSMUSG00000079324",0,0,0,0,0,0
"ENSMUSG00000079326",0,0,0,0,0,0
"ENSMUSG00000079330",0,1,0,0,0,0
"ENSMUSG00000079333",0,0,0,0,0,0
"ENSMUSG00000079334",0,0,0,0,1,0
"ENSMUSG00000079339",0,0,0,0,0,2
"ENSMUSG00000079342",0,0,0,0,0,0
"ENSMUSG00000079343",0,0,0,0,0,0
"ENSMUSG00000079344",0,0,0,0,0,0
"ENSMUSG00000079346",0,0,0,0,0,0
"ENSMUSG00000079349",0,0,0,0,0,0
"ENSMUSG00000079350",0,0,0,0,0,0
"ENSMUSG00000079353",0,0,0,0,0,0
"ENSMUSG00000079355",0,0,0,0,0,0
"ENSMUSG00000079356",0,0,1,1,0,0
"ENSMUSG00000079357",0,0,0,0,0,0
"ENSMUSG00000079359",0,0,0,0,0,0
"ENSMUSG00000079362",0,0,0,0,0,0
"ENSMUSG00000079363",0,0,0,0,0,0
"ENSMUSG00000079364",0,0,0,0,0,0
"ENSMUSG00000079371",0,0,0,0,0,0
"ENSMUSG00000079374",0,0,0,0,0,0
"ENSMUSG00000079378",0,0,0,0,0,0
"ENSMUSG00000079379",0,0,0,0,0,0
"ENSMUSG00000079380",0,0,0,0,0,0
"ENSMUSG00000079382",0,0,0,0,0,0
"ENSMUSG00000079383",0,0,0,0,0,0
"ENSMUSG00000079386",0,0,0,0,0,0
"ENSMUSG00000079387",0,0,0,0,0,0
"ENSMUSG00000079388",0,0,0,0,0,0
"ENSMUSG00000079389",0,0,0,0,0,0
"ENSMUSG00000079391",0,0,0,0,0,0
"ENSMUSG00000079392",0,0,0,0,0,0
"ENSMUSG00000079395",0,0,0,0,0,0
"ENSMUSG00000079396",0,0,0,0,0,0
"ENSMUSG00000079402",0,0,0,0,0,0
"ENSMUSG00000079407",0,0,0,0,0,0
"ENSMUSG00000079409",0,0,0,0,0,0
"ENSMUSG00000079410",0,0,0,0,0,0
"ENSMUSG00000079414",0,0,0,0,0,0
"ENSMUSG00000079415",1,0,0,0,0,0
"ENSMUSG00000079416",0,0,0,0,0,0
"ENSMUSG00000079418",0,0,0,0,0,0
"ENSMUSG00000079419",0,0,0,0,0,0
"ENSMUSG00000079421",0,0,0,0,0,0
"ENSMUSG00000079423",0,0,0,0,0,0
"ENSMUSG00000079424",0,0,0,0,0,0
"ENSMUSG00000079426",7,2,1,13,6,1
"ENSMUSG00000079427",0,0,0,0,0,0
"ENSMUSG00000079428",0,0,0,0,0,0
"ENSMUSG00000079429",0,0,0,0,0,0
"ENSMUSG00000079432",0,0,0,0,0,0
"ENSMUSG00000079433",0,0,0,0,0,0
"ENSMUSG00000079434",0,0,0,0,0,0
"ENSMUSG00000079435",0,0,0,0,0,0
"ENSMUSG00000079436",0,0,0,0,0,0
"ENSMUSG00000079437",0,0,0,1,0,0
"ENSMUSG00000079438",0,0,0,0,0,0
"ENSMUSG00000079439",0,0,0,0,0,0
"ENSMUSG00000079440",0,0,0,0,0,0
"ENSMUSG00000079442",4,3,5,5,9,1
"ENSMUSG00000079444",0,1,0,0,0,0
"ENSMUSG00000079445",0,0,0,0,0,0
"ENSMUSG00000079450",0,0,0,0,0,0
"ENSMUSG00000079451",0,0,0,0,0,0
"ENSMUSG00000079455",0,0,0,0,0,0
"ENSMUSG00000079457",0,0,0,0,0,0
"ENSMUSG00000079460",0,0,0,0,0,0
"ENSMUSG00000079462",0,0,0,0,0,0
"ENSMUSG00000079465",0,0,0,0,0,0
"ENSMUSG00000079466",1,2,0,1,1,0
"ENSMUSG00000079467",0,1,0,0,1,1
"ENSMUSG00000079469",0,0,0,0,0,0
"ENSMUSG00000079470",1,1,0,1,3,1
"ENSMUSG00000079471",0,0,0,0,0,0
"ENSMUSG00000079476",0,0,0,0,0,0
"ENSMUSG00000079477",2,1,1,1,2,1
"ENSMUSG00000079478",0,0,0,1,3,1
"ENSMUSG00000079479",0,0,0,0,0,0
"ENSMUSG00000079480",0,0,0,0,0,0
"ENSMUSG00000079481",8,3,3,9,13,5
"ENSMUSG00000079484",0,0,0,0,0,0
"ENSMUSG00000079487",0,2,1,6,2,1
"ENSMUSG00000079489",0,0,0,0,0,0
"ENSMUSG00000079491",0,0,0,0,0,0
"ENSMUSG00000079492",0,0,0,0,0,0
"ENSMUSG00000079494",0,0,0,0,0,0
"ENSMUSG00000079495",0,0,0,0,0,0
"ENSMUSG00000079497",0,0,0,0,0,0
"ENSMUSG00000079499",0,0,0,0,1,0
"ENSMUSG00000079501",0,0,0,0,0,0
"ENSMUSG00000079502",0,0,0,0,0,0
"ENSMUSG00000079505",0,0,0,0,0,0
"ENSMUSG00000079507",0,0,0,0,1,0
"ENSMUSG00000079508",0,0,0,0,0,0
"ENSMUSG00000079509",2,2,1,6,5,1
"ENSMUSG00000079511",1,0,0,1,0,0
"ENSMUSG00000079513",0,0,0,0,0,0
"ENSMUSG00000079516",0,0,0,0,0,0
"ENSMUSG00000079517",1,0,0,0,0,0
"ENSMUSG00000079519",0,0,0,0,0,0
"ENSMUSG00000079521",0,0,0,0,0,0
"ENSMUSG00000079522",0,0,0,0,0,0
"ENSMUSG00000079523",1,0,0,1,0,1
"ENSMUSG00000079524",0,0,0,0,0,0
"ENSMUSG00000079525",0,0,0,0,0,0
"ENSMUSG00000079528",0,0,0,0,0,0
"ENSMUSG00000079531",0,0,0,0,0,0
"ENSMUSG00000079532",0,0,0,0,0,0
"ENSMUSG00000079534",0,0,0,0,0,0
"ENSMUSG00000079536",0,0,0,0,0,0
"ENSMUSG00000079537",0,0,0,1,0,0
"ENSMUSG00000079539",0,0,0,3,0,0
"ENSMUSG00000079542",0,0,0,0,0,0
"ENSMUSG00000079543",0,0,0,0,0,0
"ENSMUSG00000079544",0,0,0,0,0,0
"ENSMUSG00000079546",0,0,0,0,0,0
"ENSMUSG00000079547",0,0,0,0,0,0
"ENSMUSG00000079550",0,0,0,2,0,0
"ENSMUSG00000079553",0,0,0,0,0,0
"ENSMUSG00000079554",0,0,0,0,0,0
"ENSMUSG00000079555",0,0,0,0,2,0
"ENSMUSG00000079557",1,2,1,8,2,4
"ENSMUSG00000079559",1,0,0,0,0,0
"ENSMUSG00000079560",0,0,0,0,0,0
"ENSMUSG00000079562",3,1,1,11,8,2
"ENSMUSG00000079563",0,0,0,0,0,0
"ENSMUSG00000079564",0,0,0,0,0,0
"ENSMUSG00000079566",0,0,0,0,0,0
"ENSMUSG00000079575",0,0,0,0,0,0
"ENSMUSG00000079577",0,0,0,0,0,0
"ENSMUSG00000079578",0,0,0,0,0,0
"ENSMUSG00000079579",0,0,0,0,0,0
"ENSMUSG00000079580",0,0,0,0,0,0
"ENSMUSG00000079583",0,0,0,0,0,0
"ENSMUSG00000079584",0,0,0,0,0,0
"ENSMUSG00000079588",0,0,0,0,0,0
"ENSMUSG00000079593",0,0,0,0,0,0
"ENSMUSG00000079594",0,0,0,0,0,0
"ENSMUSG00000079595",0,0,0,0,0,0
"ENSMUSG00000079597",0,0,0,0,0,0
"ENSMUSG00000079598",0,1,0,7,1,3
"ENSMUSG00000079600",0,0,0,0,0,0
"ENSMUSG00000079602",0,0,0,0,0,0
"ENSMUSG00000079603",0,0,0,0,0,0
"ENSMUSG00000079604",0,0,0,0,0,0
"ENSMUSG00000079605",0,0,0,0,0,0
"ENSMUSG00000079606",0,0,0,0,0,0
"ENSMUSG00000079608",0,1,1,0,0,1
"ENSMUSG00000079610",0,0,0,2,0,0
"ENSMUSG00000079614",2,2,0,6,4,0
"ENSMUSG00000079619",0,0,0,0,0,0
"ENSMUSG00000079620",0,0,0,0,0,0
"ENSMUSG00000079625",0,0,0,0,0,0
"ENSMUSG00000079626",0,0,0,0,0,0
"ENSMUSG00000079627",0,0,0,0,0,0
"ENSMUSG00000079628",0,0,0,0,0,0
"ENSMUSG00000079629",0,0,0,0,0,0
"ENSMUSG00000079630",0,0,0,0,0,0
"ENSMUSG00000079633",0,0,0,0,0,0
"ENSMUSG00000079635",0,0,0,0,0,0
"ENSMUSG00000079636",0,0,0,0,0,0
"ENSMUSG00000079637",0,0,0,0,0,0
"ENSMUSG00000079638",0,0,0,0,0,0
"ENSMUSG00000079639",0,0,0,0,0,0
"ENSMUSG00000079641",0,0,1,1,1,0
"ENSMUSG00000079642",0,0,0,0,0,0
"ENSMUSG00000079644",0,0,0,0,0,0
"ENSMUSG00000079645",0,0,0,0,0,0
"ENSMUSG00000079649",0,0,0,0,0,0
"ENSMUSG00000079652",0,0,0,0,0,0
"ENSMUSG00000079654",0,0,0,0,1,0
"ENSMUSG00000079655",0,0,0,0,0,0
"ENSMUSG00000079657",1,2,0,1,0,0
"ENSMUSG00000079658",1,1,0,1,3,0
"ENSMUSG00000079659",1,0,2,0,1,1
"ENSMUSG00000079662",2,1,2,4,2,1
"ENSMUSG00000079666",0,0,0,0,0,0
"ENSMUSG00000079669",1,0,0,0,1,0
"ENSMUSG00000079671",0,0,1,1,3,0
"ENSMUSG00000079677",1,0,0,1,1,0
"ENSMUSG00000079679",0,0,0,0,0,0
"ENSMUSG00000079681",0,0,0,1,0,1
"ENSMUSG00000079685",0,0,0,0,0,0
"ENSMUSG00000079693",0,0,0,0,0,0
"ENSMUSG00000079694",0,0,0,0,0,0
"ENSMUSG00000079697",0,0,0,0,0,0
"ENSMUSG00000079698",0,0,0,0,0,0
"ENSMUSG00000079699",0,0,0,0,0,0
"ENSMUSG00000079700",0,0,0,0,0,0
"ENSMUSG00000079701",0,0,0,0,0,0
"ENSMUSG00000079702",0,0,0,0,0,0
"ENSMUSG00000079703",0,0,0,0,0,0
"ENSMUSG00000079704",0,0,0,0,0,0
"ENSMUSG00000079705",0,0,0,0,0,0
"ENSMUSG00000079707",0,0,0,0,0,0
"ENSMUSG00000079709",0,0,0,0,0,0
"ENSMUSG00000079710",0,0,0,0,0,0
"ENSMUSG00000079711",0,0,0,0,0,0
"ENSMUSG00000079712",0,0,0,0,0,0
"ENSMUSG00000079716",0,0,0,0,0,0
"ENSMUSG00000079722",0,0,0,0,0,0
"ENSMUSG00000079733",1,0,0,0,0,0
"ENSMUSG00000079735",0,0,0,0,0,0
"ENSMUSG00000079737",0,0,0,0,0,0
"ENSMUSG00000079740",0,0,0,0,0,0
"ENSMUSG00000079741",0,0,0,0,0,0
"ENSMUSG00000079764",0,0,0,0,0,0
"ENSMUSG00000079773",0,0,0,0,0,0
"ENSMUSG00000079774",0,0,0,0,0,0
"ENSMUSG00000079794",0,0,0,0,0,0
"ENSMUSG00000079797",0,0,0,0,0,0
"ENSMUSG00000079800",0,0,0,0,0,0
"ENSMUSG00000079806",0,0,0,0,0,0
"ENSMUSG00000079808",0,0,0,0,0,0
"ENSMUSG00000079834",0,0,0,0,0,0
"ENSMUSG00000079842",0,0,0,0,0,0
"ENSMUSG00000079845",0,0,0,0,0,0
"ENSMUSG00000079852",0,0,0,0,0,0
"ENSMUSG00000079853",0,0,0,0,0,0
"ENSMUSG00000079871",0,0,0,0,0,0
"ENSMUSG00000079875",0,0,0,0,0,0
"ENSMUSG00000079884",0,0,0,0,0,0
"ENSMUSG00000079889",0,0,0,0,0,0
"ENSMUSG00000079890",0,0,0,0,0,0
"ENSMUSG00000079892",0,0,0,0,0,0
"ENSMUSG00000079893",0,0,0,0,0,0
"ENSMUSG00000079906",0,0,0,0,0,0
"ENSMUSG00000079915",0,0,0,0,0,0
"ENSMUSG00000079941",0,0,0,0,0,0
"ENSMUSG00000079942",0,0,0,0,0,0
"ENSMUSG00000079962",0,0,0,0,0,0
"ENSMUSG00000079963",0,0,0,0,0,0
"ENSMUSG00000079965",0,0,0,0,0,0
"ENSMUSG00000079966",0,0,0,0,0,0
"ENSMUSG00000079988",0,0,0,0,0,0
"ENSMUSG00000079993",0,0,0,0,0,0
"ENSMUSG00000079998",0,0,0,0,0,0
"ENSMUSG00000080002",0,0,0,0,0,0
"ENSMUSG00000080006",0,0,0,0,0,0
"ENSMUSG00000080021",0,0,0,0,0,1
"ENSMUSG00000080046",0,0,0,0,0,0
"ENSMUSG00000080050",0,0,0,0,0,0
"ENSMUSG00000080051",0,0,0,0,0,0
"ENSMUSG00000080054",0,0,0,0,0,0
"ENSMUSG00000080057",0,0,0,0,0,0
"ENSMUSG00000080059",0,0,0,0,0,0
"ENSMUSG00000080065",0,0,0,0,0,0
"ENSMUSG00000080069",0,0,0,0,0,0
"ENSMUSG00000080071",0,0,0,0,0,0
"ENSMUSG00000080072",0,0,0,0,0,0
"ENSMUSG00000080073",0,0,0,0,0,0
"ENSMUSG00000080076",0,0,0,0,0,0
"ENSMUSG00000080078",0,0,0,0,0,0
"ENSMUSG00000080115",0,0,0,0,0,0
"ENSMUSG00000080142",0,0,0,0,0,0
"ENSMUSG00000080152",1,0,0,0,0,0
"ENSMUSG00000080155",0,0,0,0,0,0
"ENSMUSG00000080158",0,0,0,0,0,0
"ENSMUSG00000080175",0,0,0,0,0,0
"ENSMUSG00000080180",0,0,0,0,1,0
"ENSMUSG00000080181",0,0,0,0,0,0
"ENSMUSG00000080186",0,0,0,0,0,0
"ENSMUSG00000080193",0,0,0,0,0,0
"ENSMUSG00000080198",0,0,0,0,0,0
"ENSMUSG00000080205",0,0,0,0,0,0
"ENSMUSG00000080222",0,0,0,0,0,0
"ENSMUSG00000080223",0,0,0,0,0,0
"ENSMUSG00000080227",0,0,0,0,0,0
"ENSMUSG00000080237",0,0,0,0,0,0
"ENSMUSG00000080241",0,0,0,0,0,0
"ENSMUSG00000080242",0,0,0,0,1,0
"ENSMUSG00000080250",0,0,0,0,0,0
"ENSMUSG00000080254",0,0,0,0,0,0
"ENSMUSG00000080266",0,0,0,0,0,0
"ENSMUSG00000080268",3,3,0,0,2,1
"ENSMUSG00000080283",0,0,0,0,0,0
"ENSMUSG00000080298",0,0,0,0,0,0
"ENSMUSG00000080299",0,0,0,0,0,0
"ENSMUSG00000080300",0,0,0,0,0,0
"ENSMUSG00000080303",0,0,0,0,0,0
"ENSMUSG00000080316",58,64,37,77,82,52
"ENSMUSG00000080317",0,0,0,0,0,0
"ENSMUSG00000080321",0,0,0,0,0,0
"ENSMUSG00000080326",0,0,0,0,0,0
"ENSMUSG00000080330",0,0,0,0,0,0
"ENSMUSG00000080331",1047,641,917,977,1571,1745
"ENSMUSG00000080334",0,0,0,0,0,0
"ENSMUSG00000080336",0,0,0,0,0,0
"ENSMUSG00000080342",0,0,1,3,0,0
"ENSMUSG00000080345",0,0,0,0,0,0
"ENSMUSG00000080346",0,0,0,0,0,0
"ENSMUSG00000080347",0,0,0,0,0,0
"ENSMUSG00000080348",0,0,0,0,0,0
"ENSMUSG00000080349",0,0,0,0,0,0
"ENSMUSG00000080350",0,0,0,0,0,0
"ENSMUSG00000080356",70,46,16,48,32,41
"ENSMUSG00000080358",0,0,0,0,0,0
"ENSMUSG00000080359",0,0,0,0,0,0
"ENSMUSG00000080360",0,0,0,0,0,0
"ENSMUSG00000080363",0,0,0,0,0,0
"ENSMUSG00000080364",1,3,3,2,4,3
"ENSMUSG00000080365",4,1,4,8,1,1
"ENSMUSG00000080366",0,0,0,0,0,0
"ENSMUSG00000080367",0,0,0,0,0,0
"ENSMUSG00000080368",0,0,0,0,0,0
"ENSMUSG00000080370",0,0,0,0,0,0
"ENSMUSG00000080375",0,0,0,0,0,0
"ENSMUSG00000080378",0,0,0,0,0,0
"ENSMUSG00000080380",0,0,0,0,0,0
"ENSMUSG00000080383",0,0,0,0,0,0
"ENSMUSG00000080384",0,0,0,0,0,0
"ENSMUSG00000080385",0,0,0,0,0,0
"ENSMUSG00000080390",0,0,0,0,0,0
"ENSMUSG00000080391",0,0,0,0,0,0
"ENSMUSG00000080394",0,0,0,0,0,0
"ENSMUSG00000080396",30,22,14,35,26,17
"ENSMUSG00000080401",0,0,0,0,0,0
"ENSMUSG00000080402",0,0,0,0,0,0
"ENSMUSG00000080405",0,0,0,0,0,0
"ENSMUSG00000080406",3,9,3,5,6,5
"ENSMUSG00000080408",0,0,0,0,0,0
"ENSMUSG00000080409",0,0,0,0,0,0
"ENSMUSG00000080410",0,0,0,0,0,0
"ENSMUSG00000080411",24,22,16,39,46,27
"ENSMUSG00000080412",0,0,0,0,0,0
"ENSMUSG00000080414",0,0,0,0,0,0
"ENSMUSG00000080415",0,0,0,0,0,0
"ENSMUSG00000080416",0,0,0,0,0,0
"ENSMUSG00000080419",0,0,0,0,0,0
"ENSMUSG00000080421",0,0,0,0,0,0
"ENSMUSG00000080424",0,0,0,0,0,0
"ENSMUSG00000080425",0,0,0,0,0,0
"ENSMUSG00000080426",0,0,0,0,0,0
"ENSMUSG00000080427",0,0,0,0,0,0
"ENSMUSG00000080428",0,0,0,0,0,0
"ENSMUSG00000080430",0,0,0,0,0,0
"ENSMUSG00000080432",0,0,0,0,0,0
"ENSMUSG00000080434",0,0,0,0,0,0
"ENSMUSG00000080437",0,0,0,0,0,0
"ENSMUSG00000080440",5,2,1,5,2,0
"ENSMUSG00000080443",0,0,0,0,0,0
"ENSMUSG00000080445",0,0,0,0,0,0
"ENSMUSG00000080447",0,0,0,0,0,0
"ENSMUSG00000080451",0,0,0,0,0,0
"ENSMUSG00000080454",0,0,1,1,0,0
"ENSMUSG00000080455",0,0,0,0,0,0
"ENSMUSG00000080459",0,0,0,0,0,0
"ENSMUSG00000080461",3,5,1,2,4,3
"ENSMUSG00000080465",29,33,8,26,34,22
"ENSMUSG00000080467",0,0,0,0,0,0
"ENSMUSG00000080468",0,0,0,0,0,0
"ENSMUSG00000080469",133,124,88,139,152,106
"ENSMUSG00000080474",0,0,0,0,0,0
"ENSMUSG00000080476",0,0,0,0,0,0
"ENSMUSG00000080478",6,2,3,11,8,3
"ENSMUSG00000080480",0,0,0,0,0,0
"ENSMUSG00000080481",0,0,0,0,0,0
"ENSMUSG00000080485",0,0,0,0,0,0
"ENSMUSG00000080486",311,306,213,446,368,239
"ENSMUSG00000080487",0,0,0,0,0,0
"ENSMUSG00000080490",0,0,0,0,0,0
"ENSMUSG00000080495",0,0,0,0,0,0
"ENSMUSG00000080496",0,0,0,0,0,0
"ENSMUSG00000080498",0,0,0,0,0,0
"ENSMUSG00000080499",0,0,0,0,0,0
"ENSMUSG00000080500",0,0,0,0,0,0
"ENSMUSG00000080504",0,0,0,0,0,0
"ENSMUSG00000080506",0,0,0,0,0,0
"ENSMUSG00000080507",0,0,0,0,0,0
"ENSMUSG00000080508",0,0,0,0,0,0
"ENSMUSG00000080511",0,0,0,0,0,0
"ENSMUSG00000080515",0,0,0,0,0,0
"ENSMUSG00000080516",0,0,0,0,0,0
"ENSMUSG00000080517",0,0,0,0,0,0
"ENSMUSG00000080518",97,102,72,130,120,49
"ENSMUSG00000080519",0,0,0,0,0,0
"ENSMUSG00000080522",0,0,0,0,0,0
"ENSMUSG00000080524",0,1,0,0,0,0
"ENSMUSG00000080525",0,0,0,0,0,0
"ENSMUSG00000080526",0,0,0,0,0,0
"ENSMUSG00000080527",0,0,0,0,1,0
"ENSMUSG00000080529",0,0,0,0,0,0
"ENSMUSG00000080530",0,0,0,0,0,0
"ENSMUSG00000080533",1,1,2,1,0,0
"ENSMUSG00000080535",0,0,0,0,0,0
"ENSMUSG00000080536",0,0,0,0,0,0
"ENSMUSG00000080538",3,1,0,1,1,0
"ENSMUSG00000080539",0,0,0,0,0,0
"ENSMUSG00000080540",44,44,27,70,51,35
"ENSMUSG00000080542",30,33,22,28,26,16
"ENSMUSG00000080543",0,0,0,0,0,0
"ENSMUSG00000080544",0,0,0,0,0,0
"ENSMUSG00000080545",0,0,0,0,0,0
"ENSMUSG00000080547",0,0,0,0,0,0
"ENSMUSG00000080549",0,0,0,0,0,0
"ENSMUSG00000080555",0,0,0,0,0,0
"ENSMUSG00000080556",0,0,0,0,0,0
"ENSMUSG00000080557",0,0,0,0,0,0
"ENSMUSG00000080558",0,0,0,0,0,0
"ENSMUSG00000080561",0,0,0,0,0,0
"ENSMUSG00000080562",0,0,0,0,0,0
"ENSMUSG00000080566",0,0,0,0,0,0
"ENSMUSG00000080573",0,0,0,0,0,0
"ENSMUSG00000080574",0,0,0,0,0,0
"ENSMUSG00000080575",0,0,1,0,0,1
"ENSMUSG00000080577",0,0,0,0,0,0
"ENSMUSG00000080580",0,0,0,0,0,0
"ENSMUSG00000080582",0,0,0,0,0,0
"ENSMUSG00000080586",0,0,0,0,0,0
"ENSMUSG00000080590",0,0,0,0,0,0
"ENSMUSG00000080592",0,0,0,0,0,0
"ENSMUSG00000080594",0,0,3,1,0,1
"ENSMUSG00000080595",0,0,0,0,0,0
"ENSMUSG00000080596",0,0,0,0,0,0
"ENSMUSG00000080597",0,0,0,0,0,0
"ENSMUSG00000080600",0,0,0,0,0,0
"ENSMUSG00000080601",0,0,0,0,0,0
"ENSMUSG00000080602",0,0,0,0,0,0
"ENSMUSG00000080603",0,0,0,0,0,0
"ENSMUSG00000080607",0,0,0,0,0,0
"ENSMUSG00000080609",0,0,0,0,0,0
"ENSMUSG00000080610",449,423,326,580,533,340
"ENSMUSG00000080613",0,0,0,0,0,0
"ENSMUSG00000080614",0,0,0,0,0,0
"ENSMUSG00000080616",0,0,0,0,0,0
"ENSMUSG00000080622",4,2,4,3,5,3
"ENSMUSG00000080624",0,0,0,0,0,0
"ENSMUSG00000080625",0,0,0,0,0,0
"ENSMUSG00000080626",0,0,0,0,0,0
"ENSMUSG00000080627",0,0,0,0,0,0
"ENSMUSG00000080631",0,0,0,0,0,0
"ENSMUSG00000080632",0,0,0,0,0,0
"ENSMUSG00000080635",0,0,0,0,0,0
"ENSMUSG00000080636",0,0,0,0,0,0
"ENSMUSG00000080638",0,0,0,0,0,0
"ENSMUSG00000080645",32,22,22,23,34,28
"ENSMUSG00000080648",0,0,0,0,0,0
"ENSMUSG00000080649",0,0,0,0,0,0
"ENSMUSG00000080651",0,0,0,0,0,0
"ENSMUSG00000080653",0,1,0,2,0,0
"ENSMUSG00000080654",0,0,0,0,0,0
"ENSMUSG00000080655",0,0,0,0,0,0
"ENSMUSG00000080657",0,0,0,0,0,0
"ENSMUSG00000080659",0,0,0,0,0,0
"ENSMUSG00000080661",0,0,0,0,0,0
"ENSMUSG00000080662",1,2,2,2,2,4
"ENSMUSG00000080663",0,0,0,0,0,0
"ENSMUSG00000080664",0,0,0,1,0,0
"ENSMUSG00000080665",1,5,1,6,4,4
"ENSMUSG00000080666",0,0,0,0,0,0
"ENSMUSG00000080668",0,0,0,0,0,0
